title_product_a,title_product_b,manufacturer_a,manufacturer_b,product_a_barcode,product_b_barcode,m_source_id,c_source_id
"AFLUBIN, 50 ml, geriamieji lašai, tirpalas, N1","NORDICS dantų pasta MORNING FRESH, 75 ml",AFLUBIN,nordics,100000000974,3800500324197,829525,21574
"JORDAN plastmasiniai tarpdančių šepetėliai CLEAN BETWEEN su guminiais šereliais, 20 vnt.","GILLETTE vienkartiniai skustuvai 2, 5 vnt.",JORDAN,gillette,703851390830,3014260287030,703851390830,22714
"JORDAN plastmasiniai tarpdančių šepetėliai CLEAN BETWEEN su guminiais šereliais, 20 vnt.","GILLETTE vienkartiniai skustuvai 2, 5 vnt.",JORDAN,gillette,703851390830,3014260287030,703851390830,22714
"SALDUS MIEGAS, 15 kapsulių","SALDUS MIEGAS, 15 kaps.",ACONITUM,saldus-miegas,4771316309120,4771316309120,477131630912,17017
"CATIDRAL milteliai geriamajai suspensijai paruošti, 20 paketėlių","CATIDRAL milteliai geriamajai suspensijai paruošti, 20 vnt.",CATIDRAL,catidral,8058265960074,8058265960067,805826596006,17777
"ALDARA, 5%, 250 mg, Kremas, N12","INTACT gliukozė TRAUBENZUCKER, citrinos skonio,  40 g",ALDARA,intact,000000844729,1915,844729,22144
"ALDARA, 5%, 250 mg, Kremas, N12","INTACT gliukozė TRAUBENZUCKER, citrinos skonio,  40 g",ALDARA,intact,000000844729,1915,844729,22144
"NAVI INFLA akių lašai, 15 ml","NAVI INFLA akių lašai, 15 ml",NAVI INFLA,navi-infla,3700822601498,3700822601498,370082260003,16339
"LIFESTYLES prezervatyvai PLAY, 12 vnt.","LIFESTYLES prezervatyvai Play, 12 vnt.",LIFESTYLES,lifestyles,5011831093661,5011831093661,501183109366,19688
"KALCIKINON skystas kalcis su vitaminais D3, K2 ir fosforu LIQUID, 150 ml","KALCIKINON LIQUID su vitaminais D3, K2, fosforu, 150 ml",KALCIKINON,kalcikinon,7640153061492,7640153061492,477901799377,18462
"AQUACEL AG FOAM lipnus silikoninis tvarstis CONVATEC, 17,5  x 17,5 cm, 10 vnt.","AQUACEL tvarstis su silikonu AG FOAM, 17,5 cm x  17,5 cm, 10 vnt.",AQUACEL,convatec,7684551231620,768455123162,205467,16109
"ECODENTA trejopo poveikio dantų pasta su baltuoju moliu, propoliu ir Teavigo, 100 ml","ECODENTA trejopo poveikio dantų pasta, 100 ml",ECODENTA,ecodenta,4770001331903,4770001331903,477000133190,15882
"PERSKINDOL COOL SPRAY, nuo 5 m., 250 ml","DR.BROWNS gertuvė CHEERS 360, nuo 6 mėn., rožinė, 200 ml",PERSKINDOL,dr-brown-s,8711744036089,072239323793,764016772267,22834
"DR. BROWNS gertuvė CHEERS DECO 360, 200 ml, nuo 6 mėn., rožinė spalva, 1 vnt.+dangtelis","DR.BROWNS gertuvė CHEERS 360, nuo 6 mėn., rožinė, 200 ml",DR. BROWN S,dr-brown-s,0722393237930,072239323793,072239314845,22834
"SENI ACTIVE sauskelnės-kelnaitės CLASSIC, L dydis, 30 vnt.","SENI sauskelnės ACTIVE CLASSIC L, 30 vnt.",SENI ACTIVE,seni,5900516695934,5900516695934,590051669593,17376
"SENI ACTIVE sauskelnės-kelnaitės SUPER, M dydis, 10 vnt.","SENI sauskelnės ACTIVE SUPER PREMIUM, M, 10 vnt.",SENI ACTIVE,seni,100000210890,5900516695750,210890,17390
"URIAGE veido kremas HYSEAC HYDRA, 40 ml","URIAGE  veido emulsija atkurianti odos struktūrą HYSEAC, 40 ml",URIAGE,uriage,3661434004339,3661434004339,366143400000,15176
"WELLWOMAN, 30 kapsulių","VITABIOTICS WELLWOMAN, 30 kaps.",VITABIOTICS,wellwoman,5021265222032,5021265222001,502126522203,22000
"ACTAVIT nakvišų aliejus 1000 mg, 60 kapsulių","VITABIOTICS WELLWOMAN, 30 kaps.",ACTAVIT,wellwoman,506008554005,5021265222001,506008554005,22000
"WOOM dantų šepetėlis 6500 ULTRA SOFT, 1 vnt.","WOOM dantų šepetėlis Ultra Soft 6500, 1 vnt.",WOOM,woom,4751033920280,4751033920280,475103392028,20405
"AVENE prausiamasis aliejus sausai, į egzemą linkusiai odai XERACALM A.D, 400 ml","AVENE aliejinis veido ir kūno prausiklis XERACALM A.D., 400 ml",AVENE,avene,3282770146790,3282770146790,328277940544,21130
"OTRIVIN, 0,5 mg/ml, 10 ml, nosies lašai, tirpalas, N1","AVENE aliejinis veido ir kūno prausiklis XERACALM A.D., 400 ml",OTRIVIN,avene,000000042466,3282770146790,042466,21130
"OTRIVIN, 0,5 mg/ml, 10 ml, nosies lašai, tirpalas, N1","AVENE aliejinis veido ir kūno prausiklis XERACALM A.D., 400 ml",OTRIVIN,avene,000000042466,3282770146790,042466,21130
"SWISSOVIT žuvų taukai OMEGA-3 TG 600 MG, 30 kapsulių","SWISSOVIT žuvų taukai Omega-3 TG 600 mg, 30 kaps.",SWISSOVIT,swissovit,7640160480460,7640160480460,226957,25318
"MICROLIFE aneroidinis kraujospūdžio matuoklis BP AG1-20, 2232 cm, M dydžio manžetė, 1 vnt.+Dėtuvė, 1 vnt.",MICROLIFE aneroidinis kraujo spaudimo matuoklis BP AG1-20,MICROLIFE,microlife,4719003340018,4719003340018,471900334001,22095
"PROTEFIX tvirtinamasis protezų kremas NEUTRAL, 40 ml","PROTEFIX protezų tvirtinimo kremas NEUTRAL CREME, 47 g",PROTEFIX,protefix,400993200216,4009932002164,400993200216,22529
"URGO pleistrai vaikams POKEMON, 16 pleistrų","URGO pleistrai vaikams POKEMON, 16 vnt.",URGO,urgo,3664492013329,3664492013329,224267,26356
"NORDEPLAST kineziologijos juosta, rožinė spalva, 5 cm x 5 m, 1 vnt.","NORDEPLAST kineziterapinis pleistras, rausvos spalvos,  5 cm x 5 m, 1 vnt.",NORDEPLAST,nordeplast,4751028536120,4751028536120,475102853612,26471
"bioODA milteliai geriamajam tirpalui, 28 pakeliai","BIOFARMACIJA BIOODA milteliai geriamajam tirpalui, 28 pakeliai",BIOFARMACIJA,biooda,7280010174530,7280010174530,728001017453,18020
"SWISS IMAGE gaivinantis micelinis vanduo ESSENTIAL CARE, 400 ml","SWISS IMAGE micelinis vanduo REFRESHING, 400 ml",SWISS IMAGE,swiss-image,7640140383538,7640140383538,764014038353,20586
"SKINLOVERS veido odos aliejus su kanapėmis pavargusiai ir išsausėjusiai odai, 15 ml","SKINLOVERS veido aliejus pavargusiai ir išsausėjusiai odai su kanapėmis, 15 ml",SKINLOVERS,skinlovers,4779054250148,4779054250148,477905425014,20772
"XTEND aminorūgštys, braškių ir kivių skonio, 420 g","XTEND amino rūgštys, mango skonio, 30 porcijų, 420 g",XTEND,xtend,8425951085210,842595108880,842595108880,18933
"EUCERIN naktinis kremas HYALURON-FILLER nuo raukšlių, 50 ml","EUCERIN naktinis kremas nuo raukšlių su hialuronu HYALURON FILLER, 50 ml",EUCERIN,eucerin,4005800634864,4005800634864,400580063486,22282
"HAIR CARE PANDA MEŠKIUKAI GERAM MIEGUI, 60 guminukų","HAIR CARE PANDA meškiukai geram miegui, guminukai, 60 vnt.",HAIR CARE PANDA,hair-care-panda,5903068655562,5903068655562,223108,21268
"URGO tamprus pleistras SENSITIVE, 20 vnt.","VITIX, 30 tab.",URGO,vitix,3664492020457,4390914,354689550068,21888
"MEDRULL ypač elastingas fiksuojamasis tvarstis ULTRA CREPP, 4 m x 8 cm, 1 vnt.","TRIBUMEN PRO, 60 kaps.",ULTRA CREEP,tribumen,4742225002440,4779032970518,474222500244,26348
"MEDRULL ypač elastingas fiksuojamasis tvarstis ULTRA CREPP, 4 m x 8 cm, 1 vnt.","TRIBUMEN PRO, 60 kaps.",ULTRA CREEP,tribumen,4742225002440,4779032970518,474222500244,26348
"TRIBUMEN PRO, 60 kapsulių","TRIBUMEN PRO, 60 kaps.",TRIBUMEN,tribumen,4779032970518,4779032970518,223317,26348
"A-DERMA veido ir kūno kremas-emolientas sausai, atopinei odai EXOMEGA CONTROL, nuo gimimo, 200 ml","A-DERMA veido ir kūno kremas - emolientas EXOMEGA CONTROL, 200 ml",A-DERMA,a-derma,3282770149678,3282770149678,219662,17485
"FORMULA VITALE VITAMINAS C PROLONG 1000 MG, 60 dengtų tablečių","FORMULA VITALE plėvele dengtos tabletės, vitaminas C PROLONG, 1000 mg, 60 vnt.",FORMULA VITALE,formula-vitale,4741505414508,4741505414508,223309,19839
"EXUVIANCE drėkinamasis glikolinis kremas GLYCOLIC EXPERT, 50 ml","EXUVIANCE drėkinantis veido kremas EMBRACE GLYCOLIC EXPERT, 50 ml",EXUVIANCE,exuviance,7320132026826,732013202682,732013202682,19351
"NOUGHTY plaukų augimą skatinantis šampūnas su hialurono rūgštimi ir žirnių kompleksu GET SET GROW, 250 ml","NOUGHTY plaukų augimą skatinantis šampūnas GET SO GROW, 250 ml",NOUGHTY,noughty,5060523015191,5060523015191,221627,20506
"NOUGHTY  nuo karščio apsaugantis glotninamasis serumas su marulos aliejumi ir japoninių ridikų ekstraktais FRIZZ MAGIC, 75 ml","NOUGHTY glotninamasis apsaugantis nuo karščio plaukų serumas FRIZZ MAGIC, 75 ml",NOUGHTY,noughty,5060523015177,5060523015177,221626,20511
"ARMOLIPID PLUS, 30 tablečių","NOUGHTY glotninamasis apsaugantis nuo karščio plaukų serumas FRIZZ MAGIC, 75 ml",ARMOLIPID,noughty,8019561242325,5060523015177,213386,20511
"ARMOLIPID PLUS, 30 tablečių","NOUGHTY glotninamasis apsaugantis nuo karščio plaukų serumas FRIZZ MAGIC, 75 ml",ARMOLIPID,noughty,8019561242325,5060523015177,213386,20511
"MEDRULL medicininis sterilus tvarstis, 5 m x 10 cm, 1 vnt.","SWISS IMAGE tonikas veidui ABSOLUTE RADIANCE WHITENING, 200 ml",MEDRULL,swiss-image,4742225000774,7649991164860,474222500077,20589
"MEDRULL medicininis sterilus tvarstis, 5 m x 10 cm, 1 vnt.","SWISS IMAGE tonikas veidui ABSOLUTE RADIANCE WHITENING, 200 ml",MEDRULL,swiss-image,4742225000774,7649991164860,474222500077,20589
"BROMOCRIPTIN-RICHTER, 2,5mg, Tabletės, N30","DUCRAY veido koncentratas nuo pigmentinių dėmių MELASCREEN, 30 ml",BROMOCRIPTIN-RICHTER,ducray,599700138118,3282770389197,015928,21014
"BROMOCRIPTIN-RICHTER, 2,5mg, Tabletės, N30","DUCRAY veido koncentratas nuo pigmentinių dėmių MELASCREEN, 30 ml",BROMOCRIPTIN-RICHTER,ducray,599700138118,3282770389197,015928,21014
"DUCRAY koncentratas nuo pigmentinių dėmių MELASCREEN, 30 ml","DUCRAY veido koncentratas nuo pigmentinių dėmių MELASCREEN, 30 ml",DUCRAY,ducray,3282770389197,3282770389197,221529,21014
"HELMINTOX, 5 % suspensija, 15 ml, geriamoji suspensija, N1","EUCERIN drėkinamasis naktinis kremas HYALURON-FILLER, 50 ml",HELMINTOX,eucerin,340097000073,4005800309984,016519,21099
"PARACETAMOL ACTAVIS, 500mg, Tabletės, N20","GOLDEN ROSE rutuliniai veido skaistalai, Nr.02, 27 g",PARACETAMOL,golden-rose,380071200351,8691190066246,380071200351,21532
"SENI CARE apsauginis kūno kremas su argininu, 200 ml","IDUN MINERALS skaistalai HAVTORN, Nr. 3021, 5,9 g",SENI,idun-minerals,5900516651824,7340074730216,590051665040,26402
"SENI CARE apsauginis kūno kremas su argininu, 200 ml","IDUN MINERALS skaistalai HAVTORN, Nr. 3021, 5,9 g",SENI,idun-minerals,5900516651824,7340074730216,590051665040,26402
"APIVITA intensyviai drėkinanti veido kaukė su agurkais EXPRESS BEAUTY, 8 ml x 2 vnt.","APIVITA intensyviai drėkinanti veido kaukė su agurkais EXPRESS BEAUTY, 2 vnt., 8 ml",APIVITA,apivita,5201279081805,5201279081805,520127907217,19163
"AXASTROL, 1 mg, plėvele dengtos tabletės, N28",TANTUM ROSA 500 mg granulės makšties tirpalui N6,AXASTROL,tantum-rosa,475023200791,8000036008256,475023200791,22457
"TANTUM ROSA, granulės makšties tirpalui, N6",TANTUM ROSA 500 mg granulės makšties tirpalui N6,TANTUM,tantum-rosa,800003600825,8000036008256,800003600825,22457
"NICORETTE COOLMINT, 1mg/išpurškime, burnos gleivinės purškalas, N1",NICORETTE COOLMINT 1 mg/išpurškime burnos gleivinės purškalas 150 išpurškimų,NICORETTE,nicorette,357466120174,3574661201740,357466120174,16268
"BEOTEBAL, 10 mg, Tabletės, N60",BEOTEBAL 10 mg tabletės N60,BEOTEBAL,beotebal,590306062179,5903060621794,590306062179,19826
"TENA cinko tepalas, 100 ml",PROSPAN  7 mg/m sirupas 100 ml,TENA,prospan,7322540725063,4104480656040,732254014641,22055
"TENA cinko tepalas, 100 ml",PROSPAN  7 mg/m sirupas 100 ml,TENA,prospan,7322540725063,4104480656040,732254014641,22055
"O.B. tamponai PRO COMFORT SUPER PLUS, 16 vnt.",THROMBO ASS 50 mg skrandyje neirios tabletės N100,O.B.,thrombo-ass,3574661329840,9008732001181,357466136405,20657
"O.B. tamponai PRO COMFORT SUPER, 16 vnt.",THROMBO ASS 50 mg skrandyje neirios tabletės N100,O.B.,thrombo-ass,3574661329840,9008732001181,357466023452,20657
"THROMBO ASS, 50mg, Skrandyje neirios tabletės, N100",THROMBO ASS 50 mg skrandyje neirios tabletės N100,THROMBO ASS,thrombo-ass,900873200118,9008732001181,048828,20657
"Lymphomyosot, 30 ml ir aplikatorius su lašintuvu, geriamieji lašai, tirpalas, N1",LYMPHOMYOSOT geriamieji lašai (tirpalas) 30 ml,LYMPHOMYOSOT,heel,100000000637,4047642000346,044453,23293
"VITAMINAS E MEDANA, 300mg/ml, 10 ml, geriamieji lašai, tirpalas, N1",TARTEPHEDREEL N geriamieji lašai (tirpalas) 30 ml,VITAMINAS E MEDANA,heel,590752941412,4047642000537,016607,21181
"Tartephedreel N, 30 ml ir aplikatorius su lašintuvu, geriamieji lašai, tirpalas, N1",TARTEPHEDREEL N geriamieji lašai (tirpalas) 30 ml,TARTEPHEDREEL,heel,100000000660,4047642000537,044461,21181
"JOWAÉ skaistinamasis gelinis veido prausiklis su riešutinių lotosų ekstraktu, 200 ml","JOWAE valomasis gelis mišriai ir riebiai odai, 200 ml",,jowae,366426200029,3664262000290,366426200029,18546
"NOVEXPERT šveičiamasis naktinis losjonas TRIO-ZINC, 115 ml","NOVEXPERT šveičiamasis, naktinis veido losjonas normaliai, riebiai ir mišriai odai TRIO - ZINC,  115 ml",NOVEXPERT,novexpert,366146700229,3661467002296,366146700229,19467
"EUCERIN  šampūnas jautriai galvos odai pH 5 DERMOCAPILLAIRE, 250 ml","EUCERIN šampūnas jautriai galvos odai DERMOCAPILLAIRE PH5, 250 ml",EUCERIN,eucerin,4005800036736,4005800036736,400580003673,15851
"BJÖRN AXÉN plaukų kondicionierius ORGANIC MOISTURIZING, 250 ml","BJÖRN AXÉN švelnus plaukų kondicionierius ORGANIC MOISTURIZING, 250 ml",BJÖRN AXÉN,bjorn-axen,7350001702001,7350001702001,735000170200,19891
"ORAL-B elektrinis dantų šepetėlis VITALITY 100 CROSSACTION, 1 vnt.","ORAL-B elektrinis dantų šepetėlis VITALITY D100 BLACK, 1 vnt.",ORAL-B,oral-b,4210201201106,4210201201106,421020120110,18797
"MEZYM 10000 V, Skrandyje neirios tabletės, N10",MEZYM 10000V skrandyje neirios tabletės N10,MEZYM,mezym,401305400428,4013054004289,401305400428,22296
"MAGNEROT, 500 mg, Tabletės, N50",MAGNEROT 500 mg tabletės N50,MAGNEROT,magnerot,403067400019,4030674007001,048784,19159
"TENA BED paklotai NORMAL, 60 x 60 cm, 40 vnt.","TENA paklotai Bed Normal, 60 cm x 60 cm, 40 vnt.",TENA,tena,7322540729443,7322540729443,206617,16264
"SUNSTAR G.U.M. dantų pasta ACTIVITAL su Q10 kofermentais, 75 ml","G.U.M dantų pasta ACTIVITAL su Q10 kofermentais, 75 ml",GUM,g-u-m,7630019902472,7630019902472,763001990247,16772
"VICHY šampūnas psoriazės pažeistai odai DERCOS PSO, 200 ml","VICHY šampūnas psoriazės pažeistai odai DERCOS PSO, 200 ml",VICHY,vichy,3337875787222,3337875787222,333787578722,19001
"ROYAL DENTA minkštas dantų šepetėlis SILVER SOFT, 1 vnt.","SEBAMED muilas be šarmų kūdikiams BABY, 100 g",ROYAL DENTA,sebamed,8809211892020,4103040113672,880921189107,20320
"DUCRAY švelnus plaukų šampūnas EXTRA GENTLE, nuo 3 m., 200 ml","DUCRAY švelnus odą apsaugantis šampūnas EXTRA GENTLE, 200 ml",DUCRAY,ducray,3282770148299,3282770148299,328277935236,16933
"COMPEED kojų pirštų nuospaudų pleistrai, 10 vnt.","COMPEED pleistrai kojų pirštų nuospaudoms, maži, 10 vnt.",COMPEED,compeed,5708932019385,5708932019385,570893201938,18169
"WOOM dantų pasta vaikams JUNIOR BUBBLE GUM, nuo 6 m., 50 ml","WOOM dantų pasta vaikams Junior Bubble Gum, 50 ml",WOOM,woom,4751033920112,4751033920112,475103392011,20895
"SENI CARE kūno emulsija su 4 proc. šlapalu UREA, 500 ml","SENI emulsija sausai kūno odai su 4% šlapalo CARE, 500 ml",SENI,seni,5900516651855,5900516651855,590051669309,15478
"RENE FURTERER reakcinį plaukų slinkimą mažinantis serumas TRIPHASIC, 12 vnt., 5 ml","RENE FURTERER reakcinį plaukų slinkimą mažinantis serumas ampulėse, 12 vnt., 5 ml",RENE FURTERER,rene-furterer,3282770209686,3282770209686,328277020968,16298
"bioCINKAS 30 MG, 20 pakelių","BIOFARMACIJA BIOCINKAS, 30 mg, milteliai, 20 pakelių",BIOFARMACIJA,biofarmacija,7280010159223,7280010159223,728001015922,17027
"YOU 2.0 hidrolizuotas kolagenas su vaisių ekstraktu, 300 g","YOU 2.0 kolagenas su vaisių ekstraktu, 0.3 kg",YOU 2.0,you-2-0,4771544224417,4771544224417,477154422441,19846
"BERTILS KELASIN VARIS 2 MG, nuo 4 m., 100 tablečių","BERTILS varis KELASIN, 100 tab.",BERTILS,bertils,6416227514215,6416227514215,641622701421,19081
"BABOO rankinis pientraukis, 1 vnt.","BABOO rankinis pientraukis, su 4 nutraukimo stiprumo lygiais",BABOO,baboo,5057778020018,5057778020018,505777802001,22861
"ŽOLYNĖLIS žolelių arbata ŽVARBLIO ARBATĖLĖ, 20 pakelių","ŽOLYNĖLIS arbata ŽVARBIO ARBATĖLĖ, 1 g, 20 pakelių",ŽOLYNĖLIS,zolynelis,4770161093246,4770161093246,477016109324,25003
"MAXIM batonėlis PROTEIN BAR, aviečių skonio, 50 g","ŽOLYNĖLIS arbata ŽVARBIO ARBATĖLĖ, 1 g, 20 pakelių",MAXIM,zolynelis,5704190114145,4770161093246,570419011414,25003
"GIONA EASYHALER, 400µg/dozėje, 100 dozių, įkvepiamieji milteliai, N1","AKUKU tinklinis vaisių maitintuvas su dangteliu CAT, pilkos spalvos, 1 vnt.",GIONA EASYHALER,akuku,6069642,5907644005154,844646,26178
"GIONA EASYHALER, 400µg/dozėje, 100 dozių, įkvepiamieji milteliai, N1","AKUKU tinklinis vaisių maitintuvas su dangteliu CAT, pilkos spalvos, 1 vnt.",GIONA EASYHALER,akuku,6069642,5907644005154,844646,26178
"UNITAL, 1 mg, 50 plėvele dengtų tablečių","UNITAL, 1 mg, 50 vnt.",UNITAL,unital,6410530088593,6410530088593,641053008859,15968
"URGO pleistras odos nudegimams, 4 vnt.","URGO pleistras nudegimams gydyti BRULURES, 4 vnt.",URGO,urgo,3546895501286,3546895501286,354689501362,22760
"MIZON hidrogelio paakių pagalvėlės su hialurono rūgštimi HYALURONIC ACID EYE GEL PATCH, 60 vnt.","MIZON paakių pagalvėlės HYALURONIC ACID EYE GEL PATCH, 60 vnt.",MIZON,mizon,8809579273134,8809579273134,880938903486,19757
"SVR dezodoruojanti dušo želė SPIRIAL DEO-DOUCHE, citrusinio kvapo, nuo 3 m., 200 ml","SVR prakaito kvapą mažinanti dušo želė SPIRIAL DEO-DEUCHE, 200 ml",SVR,svr,3662361000098,3662361000098,366236100009,18440
"DIZAO lakštinė veido ir kaklo kaukė su Negyvosios jūros vitaminais ir kolagenu, 30 g","DIZAO lakštinė veido ir kaklo kaukė su jūros vitaminais ir kolagenu, 30 g",DIZAO,dizao,1220000152519,1220000152519,223174,21232
"DR. KONOPKAS maitinamasis veido kremas, 50 ml","DR. KONOPKAS maitinantis veido kremas, 50 ml",DR. KONOPKAS,dr-konopka-s,4744183019126,4744183019126,474418301912,25278
"EAU THERMALE AVENE raminamasis dieninis kremas REDNESS, SPF 30, 40 ml","AVENE drėkinamasis apsauginis veido kremas raustančiai odai ANTI-REDNESS, SPF30, 40ml",AVENE,avene,3282770203554,3282770203554,328277020355,15895
"NOUGHTY kondicionierius su ramunėlių ir citrinų ekstraktais šviesiai dažytiems plaukams, 250 ml","NOUGHTY šviesiai dažytų plaukų kondicionierius su ramunėlių ir citrinų ekstraktais BLONDIE LOCK, 250 ml",NOUGHTY,noughty,506052301041,5060523010417,506052301041,17048
"NOREVA maitinamasis balzamas XERODIANE AP+, 200 ml","ALLVERNUM kvepalai vyrams EAU DE PARFUME PEPPER & LAVENDER, 100 ml",NOREVA,allvernum,3401360200999,5901845531641,340136020099,20250
"NOREVA maitinamasis balzamas XERODIANE AP+, 200 ml","ALLVERNUM kvepalai vyrams EAU DE PARFUME PEPPER & LAVENDER, 100 ml",NOREVA,allvernum,3401360200999,5901845531641,340136020099,20250
"HAIRBURST šampūnas garbanotiems, banguotiems plaukams, 350 ml","HAIRBURST šampūnas garbanotiems banguotiems plaukams, 350 ml",HAIRBURST,hairburst,5060743580929,5060743580929,506074358092,20489
"URISPAS, 200mg, plėvele dengtos tabletės, N30","CLINIC WAY drėkinamasis veido kremas BB Nr.20, SPF50+, 30 ml",URISPAS,clinic-way,100000000212,5900717575516,401044,21489
"URISPAS, 200mg, plėvele dengtos tabletės, N30","CLINIC WAY drėkinamasis veido kremas BB Nr.20, SPF50+, 30 ml",URISPAS,clinic-way,100000000212,5900717575516,401044,21489
"CLINIC WAY drėkinamasis BB kremas, Nr. 20, SPF 50+, 30 ml","CLINIC WAY drėkinamasis veido kremas BB Nr.20, SPF50+, 30 ml",CLINIC WAY,clinic-way,5900717575516,5900717575516,227112,21489
"NEOSTRATA eksfoliuojanti kaukė CLARIFY, 75 ml","NEOSTRATA eksfolijuojanti veido kaukė CLARIFY, 75 ml",NEOSTRATA,neostrata,7320133010336,732013301033,732013301033,19345
"SESDERMA bemuilis putojantis prausiklis SESPANTHENOL, 300 ml","SESDERMA bemuilis putojantis veido prausiklis SESPANTHENOL, 300 ml",SESDERMA,sesderma,8429979439185,8429979439185,842997943918,20547
"AFRIN nosies purškalas, 0,5 mg/ml, 15 ml, nosies purškalas (tirpalas), N1",AFRIN 0.5 mg/ml nosies purškalas (tirpalas) 15 ml,AFRIN,afrin,402966806095,475101670007,475101670007,15855
"BABĒ intymios higienos prausimosi gelis BODY, 250 ml",TANTUM VERDE 1.5 mg/ml burnos gleivinės purškalas 30 ml,BABE,tantum-verde,8437011329066,5999530590547,843701132906,23118
"BABĒ intymios higienos prausimosi gelis BODY, 250 ml",TANTUM VERDE 1.5 mg/ml burnos gleivinės purškalas 30 ml,BABE,tantum-verde,8437011329066,5999530590547,843701132906,23118
"TRAUMEEL S, Tabletės, N50",TRAUMEEL S tabletės N50,TRAUMEEL S,heel,4047642000551,4047642000551,015239,17592
"Prospan, 20mg/ml, 20 ml, geriamieji lašai, tirpalas, N1",PROSPAN geriamieji lašai (tirpalas) 20 ml,PROSPAN,prospan,410448070003,4104480700217,043834,15273
"NICORETTE FRESHFRUIT, 4 mg, vaistinė kramtomoji guma, N30",NICORETTE FRESHFRUIT 4 mg vaistinė kramtomoji guma N30,NICORETTE,nicorette,000000818624,3574660474565,818624,22736
"NEBILET, 5mg, Tabletės, N90",NICORETTE FRESHFRUIT 4 mg vaistinė kramtomoji guma N30,NEBILET,nicorette,401305401957,3574660474565,401305401957,22736
"AKUKU maisto maitintuvas su dangteliu, raudona spalva, 1 vnt.","AKUKU maisto maitintuvas su dangteliu, raudonas, 1 vnt.",AKUKU,akuku,590764400415,5907644004157,590764400415,27491
"RAVALSYO, 10mg/80mg, plėvele dengtos tabletės, N30",OPEXA 20 mg tabletės N10,RAVALSYO,opexa,100000211900,4013054028810,211900,20848
"RAVALSYO, 10mg/80mg, plėvele dengtos tabletės, N30",OPEXA 20 mg tabletės N10,RAVALSYO,opexa,100000211900,4013054028810,211900,20848
"OPEXA, 20mg, Tabletės, N10",OPEXA 20 mg tabletės N10,OPEXA,opexa,100000003420,4013054028810,401305402174,20848
"FJØRD STRONG OMEGA-3 žuvų taukai, 80 kapsulių","FJORD STRONG OMEGA-3 žuvų taukai, 80 kaps.",FJORD STRONG,fjord,7640153061997,7640153061997,764015306199,19094
"Gliukozė, 75 g","AKUKU vienkartinės kelnaitės po gimdymo PREMIUM, XL dydis, 5 vnt.",MEDICATA,akuku,4770684901042,5907644005529,477068490104,26176
"Gliukozė, 75 g","AKUKU vienkartinės kelnaitės po gimdymo PREMIUM, XL dydis, 5 vnt.",MEDICATA,akuku,4770684901042,5907644005529,477068490104,26176
"TENA sauskelnės SLIP MAXI, S dydis, 24 vnt.","TENA sauskelnės Slip Maxi, S, 24 vnt.",TENA,tena,7322540647181,7322540647181,732254039313,22441
"MENOPACE PLUS, 56 Tabletės","TENA sauskelnės Slip Maxi, S, 24 vnt.",VITABIOTICS,tena,5021265221202,7322540647181,502126522120,22441
"LINEX COMPLEX, 14 Kapsulės","LINEX COMPLEX, 14 kaps.",LINEX,linex,3838957093700,3838957093700,383895709370,17755
"JOGURTO kapsulės, 30 kapsulių","JOGURTO kapsulės, 30 kaps.",VALENTIS,valentis,7640153060532,7640153060532,477901799234,22460
"OPRYMEA, 0,7mg, Tabletės, N30","JOGURTO kapsulės, 30 kaps.",OPRYMEA,valentis,383898955950,7640153060532,383898955950,22460
"OPRYMEA, 0,7mg, Tabletės, N30","JOGURTO kapsulės, 30 kaps.",OPRYMEA,valentis,383898955950,7640153060532,383898955950,22460
"CARMEX lūpų balzamas, SPF 10, granatų skonio ir kvapo, 4.25 g","CARMEX lūpų balzamas granatų skonio, SPF15, 4.25 g",CARMEX,carmex,0830780107756,083078010775,220492,19987
"SEDANORM, 30 kapsulių","SEDANORM, 30 kaps.",SEDANORM,sedanorm,4751020310483,4751020310483,475102031048,15763
"DR. WOLFF lubrikantas GLEITGELEN, 50 g","GLEITGELEN lipidinis gelis-lubrikantas, 50 g",DR. WOLFF,gleitgelen,4750919000573,4048882626044,2587860,20652
"COMPIFLORA FAMILY+, 10 paketėlių","COMPLIFLORA, 10 pakelių",COMPLIFLORA,compliflora,4260312160052,4260312160052,212955,16131
"SUPER SENI sauskelnės PLUS, LARGE, 30 vnt.","AKUKU vienkartinės kelnaitės po gimdymo PREMIUM, M dydis, 5 vnt.",SENI,akuku,590051669167,5907644005505,590051669167,26174
"POSTERISAN, Žvakutės, N10","EMBRYOLISSE intensyviai drėkinanti veido kaukė, 50 ml",POSTERISAN,embryolisse,100000000899,3350900002367,014852,21418
"SUNSTAR GUM tarpdančių siūlas ACCESS FLOSS, 50 vnt.","G.U.M tarpdančių siūlas nešiojantiems dantų implantus ACCESS FLOSS, 50 vnt.",GUM,g-u-m,7630019900928,7630019900928,763001990092,16996
"EUCERIN naktinis kremas elastingumo netekusiai brandžiai odai HYALURON-FILLER+ELASTICITY, 50 ml","EUCERIN naktinis kremas HYALURON- FILLER + ELASTICITY, 50 ml",EUCERIN,eucerin,4005800160264,4005800160264,400580016026,16925
"BABYONO lėkštė limpančiu dugnu, mėtinė spalva, 1 vnt.","BABYONO lėkštė limpančiu dugnu, mėtinės spalvos",BABYONO,babyono,5901435411094,5901435411094,211211,19657
